record_type,seed,S,A,gamma,K,L_z,n,sigma_xi,alpha,beta,candidate_mode,value_error,decomposition_bound,finite_depth_residual,finite_depth_residual_bound,eps_res_star,eps_res_n,eps_A_cand,eps_A_bound,eta_pi,eta_pi_alpha,Lhat_pi_alpha,eps_CPI,penalty_decomp,penalty_exact_A,certificate_holds_decomp,certificate_holds_exact_A
value_curve,0,64,4,0.9,3,0.2,11,0.05,0.0,0.0,none,0.1213998635703463,0.41571638184381643,0.11265912418830903,0.41571632541811465,0.11265912286242064,0.11265912418830903,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,12,0.05,0.0,0.0,none,0.12139986099921168,0.4157163327891933,0.1126591231275984,0.4157163215040533,0.11265912286242064,0.1126591231275984,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,13,0.05,0.0,0.0,none,0.12139986048498477,0.41571632297826866,0.11265912291545621,0.41571632072124076,0.11265912286242064,0.11265912291545621,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,14,0.05,0.0,0.0,none,0.12139986038213937,0.41571632101608375,0.11265912287302782,0.41571632056467844,0.11265912286242064,0.11265912287302782,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,15,0.05,0.0,0.0,none,0.1213998603615703,0.4157163206236468,0.11265912286454216,0.41571632053336605,0.11265912286242064,0.11265912286454216,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,16,0.05,0.0,0.0,none,0.12139986035745648,0.4157163205451594,0.11265912286284507,0.4157163205271037,0.11265912286242064,0.11265912286284507,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,17,0.05,0.0,0.0,none,0.12139986035663372,0.4157163205294619,0.11265912286250557,0.41571632052585095,0.11265912286242064,0.11265912286250557,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,18,0.05,0.0,0.0,none,0.12139986035646916,0.4157163205263224,0.11265912286243762,0.4157163205256002,0.11265912286242064,0.11265912286243762,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,19,0.05,0.0,0.0,none,0.12139986035643624,0.4157163205256945,0.11265912286242408,0.41571632052555024,0.11265912286242064,0.11265912286242408,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.2,20,0.05,0.0,0.0,none,0.12139986035642966,0.41571632052556895,0.1126591228624213,0.41571632052554,0.11265912286242064,0.1126591228624213,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
